0,0
0,50
0,100
0,150
0,200
0,250
0,255
50,0
50,50
50,100
50,150
50,200
50,250
50,255
100,0
100,50
100,100
100,150
100,200
100,250
100,255
150,0
150,50
150,100
150,150
150,200
150,250
150,255
200,0
200,50
200,100
200,150
200,200
200,250
200,255
250,0
250,50
250,100
250,150
250,200
250,250
250,255
255,0
255,20
255,40
255,60
255,80
255,100
255,120
255,140
255,160
255,180
255,200
255,220
255,240
255,255
33.33333,83.33333
16.66667,116.66667
16.66667,166.66667
33.33333,133.33333
16.66667,216.66667
33.33333,183.33333
66.66667,66.66667
83.33333,33.33333
83.33333,83.33333
33.33333,233.33333
66.66667,116.66667
66.66667,166.66667
83.33333,133.33333
66.66667,216.66667
83.33333,183.33333
116.66667,16.66667
116.66667,66.66667
133.33333,33.33333
133.33333,83.33333
83.33333,233.33333
116.66667,116.66667
116.66667,166.66667
133.33333,133.33333
116.66667,216.66667
133.33333,183.33333
166.66667,16.66667
166.66667,66.66667
183.33333,33.33333
183.33333,83.33333
133.33333,233.33333
166.66667,116.66667
166.66667,166.66667
183.33333,133.33333
166.66667,216.66667
183.33333,183.33333
218.33333,23.33333
235.0,53.33333
235.0,46.66667
218.33333,76.66667
236.66667,63.33333
183.33333,233.33333
218.33333,123.33333
235.0,106.66667
218.33333,176.66667
235.0,153.33333
235.0,146.66667
218.33333,223.33333
235.0,206.66667
235.0,193.33333
235.0,93.33333
236.66667,36.66667
236.66667,163.33333
236.66667,136.66667
27.77778,61.11111
11.11111,77.77778
16.66667,100.0
33.33333,100.0
16.66667,150.0
33.33333,150.0
16.66667,200.0
33.33333,200.0
16.66667,133.33332
61.11111,27.77778
66.66667,50.0
83.33333,50.0
16.66667,183.33333
50.0,66.66667
50.0,83.33333
66.66667,83.33333
83.33333,66.66667
50.0,116.66667
50.0,133.33333
66.66667,100.0
83.33333,100.0
50.0,166.66667
50.0,183.33333
66.66667,150.0
83.33333,150.0
50.0,216.66667
50.0,233.33333
66.66667,200.0
83.33333,200.0
61.11111,246.1111
77.77778,247.77777
94.44445,246.1111
77.77778,11.11111
66.66667,133.33332
100.0,16.66667
100.0,33.33333
116.66667,33.33333
116.66667,50.0
66.66667,183.33333
100.0,66.66667
100.0,83.33333
150.0,66.66667
66.66667,233.33333
100.0,116.66667
100.0,133.33333
116.66667,100.0
133.33333,100.0
100.0,166.66667
100.0,183.33333
116.66667,150.0
133.33333,150.0
100.0,216.66667
100.0,233.33333
116.66667,200.0
133.33333,200.0
111.1111,246.1111
127.77777,247.77777
144.44444,246.1111
133.33332,16.66667
150.0,16.66667
122.22222,5.55556
150.0,133.33332
150.0,33.33333
166.66667,33.33333
166.66667,50.0
116.66667,183.33333
150.0,83.33333
183.33333,66.66667
200.55554,70.0
116.66667,233.33333
150.0,116.66667
166.66667,100.0
183.33333,100.0
150.0,166.66667
150.0,183.33333
166.66667,150.0
183.33333,150.0
150.0,216.66667
150.0,233.33333
183.33333,200.0
183.33333,16.66667
200.55554,18.88889
172.22223,5.55556
183.33333,116.66667
200.55554,118.88889
200.55554,35.55555
217.77777,40.0
223.33333,50.0
200.55554,186.66667
200.55554,86.66667
200.55554,135.55555
246.66667,108.88889
242.22223,121.1111
200.55554,170.0
217.77777,140.00001
223.33333,150.0
200.55554,218.88888
223.33333,200.0
217.77777,210.0
223.33333,100.0
217.77777,110.0
247.22223,157.77777
240.55556,155.55554
217.77777,60.0
247.22223,142.22223
248.8889,132.22223
248.8889,167.77777
242.22223,78.88889
246.66667,91.11111
240.55556,144.44446
240.0,150.0
242.22223,178.88888
33.33333,116.66667
33.33333,166.66667
33.33333,216.66667
83.33333,116.66667
83.33333,166.66667
83.33333,216.66667
133.33333,50.0
116.66667,83.33333
133.33333,116.66667
116.66667,133.33333
133.33333,166.66667
133.33333,216.66667
183.33333,50.0
